n_trades,gross_profit,gross_loss,net_profit,profit_factor,win_rate,avg_win,avg_loss,expectancy,max_drawdown,max_drawdown_pct,sharpe,sortino,calmar,avg_bars_held,avg_mae,avg_mfe,max_consec_win,max_consec_loss,trades_per_month,top_month_share,deflated_sharpe,symbol,variant,kind
8465,601375.9844120417,693852.0890496883,-92476.10463764652,0.8667207231957701,0.4819846426461902,147.39607461079453,-158.3052906798285,-10.924525060560724,-93859.4548959843,-0.9336583649714107,-0.9040719010135712,-1.4508117180704079,-0.9852614714215973,2.536326048434731,23.852421736562317,22.486769049025398,12,14,112.86666666666666,0.0,-0.9040719010135712,MNQ,baseline__bollinger_mean_reversion_20,baseline
1159,152766.85707824357,168898.71168352422,-16131.854605280678,0.9044879949380082,0.5047454702329595,261.1399266294762,-294.7621495349463,-13.918770151234407,-18256.23422594466,-0.18123415608631924,-0.7467959688807514,-2.104529846328578,-0.8836353875409343,2.6747195858498705,37.46850733390854,38.09318377911993,8,11,18.396825396825395,0.0,-0.7467959688807514,YM,strategy__cost=fixed_tick__slip=1x__conf=0.50,strategy
823,103782.31655754868,123557.25084674366,-19774.93428919499,0.83995326738272,0.4823815309842041,261.4164145026415,-290.7229431688086,-24.027866694040085,-21965.56913455893,-0.21795344498469038,-1.2961490193977467,-3.6136272928704423,-0.9002696068586101,2.6998784933171325,38.32685297691373,37.79951397326853,11,10,13.063492063492063,0.0,-1.2961490193977467,YM,strategy__cost=fixed_tick__slip=1x__conf=0.65,strategy
1159,116789.5308748271,160829.21746307335,-44039.686588246244,0.7261711069485379,0.48921484037963764,205.97800859757868,-271.67097544438064,-37.99800395879745,-45294.97296877563,-0.45452190477893817,-2.3402801526339103,-6.085403786009896,-0.9722864084410707,2.6842105263157894,38.36324417601381,37.057808455565144,8,11,18.396825396825395,0.0,-2.3402801526339103,YM,strategy__cost=fixed_tick__slip=2x__conf=0.50,strategy
820,84099.72615260286,124667.89315508347,-40568.16700248062,0.6745900971309837,0.46707317073170734,219.58153042455055,-285.28122003451597,-49.473374393269054,-42203.80184784457,-0.4207714386172904,-2.8861550607831803,-7.373782520472098,-0.9612443719819171,2.7219512195121953,39.35243902439024,36.96463414634146,10,10,13.015873015873016,0.0,-2.8861550607831803,YM,strategy__cost=fixed_tick__slip=2x__conf=0.65,strategy
1157,101084.71155453115,169177.31776294962,-68092.60620841847,0.5975074725807542,0.4736387208297321,184.46115247177218,-277.79526726264305,-58.85272792430291,-69227.89258894786,-0.6948909964122716,-3.740813538526324,-9.48852362091096,-0.9836007375340696,2.6914433880726016,39.41400172860847,36.155574762316334,8,11,18.365079365079364,0.0,-3.740813538526324,YM,strategy__cost=fixed_tick__slip=3x__conf=0.50,strategy
819,70226.50668774317,127051.13037956956,-56824.62369182638,0.5527420848436303,0.4517704517704518,189.80136942633288,-282.9646556337852,-69.38293491065492,-57996.92480080156,-0.5804761197114411,-4.3001013483409585,-10.37707132548163,-0.9797868401988277,2.733821733821734,40.48962148962149,36.18315018315018,10,11,13.0,0.0,-4.3001013483409585,YM,strategy__cost=fixed_tick__slip=3x__conf=0.65,strategy
1159,11383.421397761096,311880.243176537,-300496.82177877595,0.03649933475047861,0.15271786022433131,64.31311524158811,-317.59698897814354,-259.27249506365484,-300251.6935880173,-3.009895037128417,-14.897785350460088,-15.91679225365701,-1.0008164090194775,2.6747195858498705,37.46850733390854,38.09318377911993,4,50,18.396825396825395,0.0,-14.897785350460088,YM,strategy__cost=roll_spread__slip=1x__conf=0.50,strategy
823,7003.7181993591685,234209.20146376282,-227205.48326440365,0.029903685062701493,0.12879708383961117,66.07281320150159,-326.6516059466706,-276.0698460077809,-226384.73465370393,-2.2825816033344957,-15.657160735310232,-16.66377669238628,-1.0036254591633804,2.6998784933171325,38.32685297691373,37.79951397326853,4,40,13.063492063492063,0.0,-15.657160735310232,YM,strategy__cost=roll_spread__slip=1x__conf=0.65,strategy
1159,183354.36632335105,184025.5307672313,-671.1644438802705,0.9963528732068747,0.5064710957722174,312.35837533790635,-321.72295588676803,-0.5790892527008373,-15275.687805541267,-0.13501039707320925,-0.027519781782871417,-0.0871974657514383,-0.04393677407028475,2.6747195858498705,37.46850733390854,38.09318377911993,8,11,18.396825396825395,0.0,-0.027519781782871417,YM,strategy__cost=impact__slip=1x__conf=0.50,strategy
823,114816.71880844937,124892.11823105122,-10075.399422601837,0.9193271796066241,0.4848116646415553,287.76120002117636,-294.5568826204038,-12.242283624060555,-14332.994696443784,-0.13942710815086123,-0.6316569574991524,-1.9381284269201526,-0.7029514512484738,2.6998784933171325,38.32685297691373,37.79951397326853,11,10,13.063492063492063,0.0,-0.6316569574991524,YM,strategy__cost=impact__slip=1x__conf=0.65,strategy
1518,305517.6190476189,363339.7619047616,-57822.142857142695,0.8408593032757614,0.46772068511198944,430.30650570087164,-451.3537414965983,-38.09100319969875,-62028.0952380953,-0.6131855199359793,-1.2245540919206976,-2.7311015560464713,-0.9321927851434414,5.839920948616601,76.47628458498023,70.19894598155467,6,10,20.513513513513512,0.0,-1.2245540919206976,YM,baseline__buy_and_hold_intraday,baseline
30463,3410424.6600251733,4061995.0965956114,-651570.4365704383,0.8395934950496311,0.48481764763811835,230.91777777948224,-259.0888567799216,-21.38891233858905,-651912.8855500313,-6.496880355019248,-1.1453486930783858,-1.9770881370701474,-0.9994747013179467,2.897744805173489,42.81777894494961,41.324656140235696,12,18,406.17333333333335,0.0,-1.1453486930783858,YM,baseline__prior_bar_momentum,baseline
30442,3405822.480343976,4034848.993834486,-629026.5134905106,0.8441015972464635,0.47930490769331846,233.41940102419136,-254.87012783996502,-20.66311390481935,-639136.0852450898,-6.371430779236509,-1.1094646199135394,-2.0378540409450916,-0.9841824425377227,2.900302214046383,43.02214046383286,41.137178897575716,14,13,405.8933333333333,0.0,-1.1094646199135394,YM,baseline__prior_bar_mean_reversion,baseline
11615,1175758.7275157266,1380053.2184164883,-204294.49090076148,0.8519662226249688,0.4922083512699096,205.66008877308494,-234.22491826484864,-17.58884984078876,-204605.29196503965,-2.0397134684821223,-1.056804888528681,-1.9214200095465446,-0.9984809725042142,2.503486870426173,37.823073611709,37.89789065863108,12,11,154.86666666666667,0.0,-1.056804888528681,YM,baseline__atr_breakout,baseline
23589,2502183.7731359024,3066295.875555101,-564112.102419198,0.816028157322856,0.473525795921828,224.00929034341112,-247.24204769836322,-23.914201637169782,-569254.160234065,-5.664767498708916,-1.335496550980596,-2.4091581150457007,-0.9909670263757885,2.7595065496629787,41.66450464199415,39.425494934079445,11,12,314.52,0.0,-1.335496550980596,YM,baseline__vwap_mean_reversion,baseline
19748,2187925.5622953614,2569915.2039294243,-381989.6416340623,0.8513609939152867,0.4873911282155155,227.3169415371804,-254.04460299816373,-19.343206483393878,-382675.69484805304,-3.829168458983132,-1.0577874271481233,-1.8966089642614417,-0.9982072203089272,2.7682803321855376,42.254759975693744,40.87072108567956,11,11,263.3066666666667,0.0,-1.0577874271481233,YM,baseline__opening_range_breakout,baseline
1553,205049.06559555698,227920.42641865808,-22871.360823101095,0.8996519917829147,0.49645846748229233,265.95209545467833,-291.4583458039106,-14.727212378043204,-27898.399346313323,-0.2773427185871227,-0.7386281185886053,-1.5984833072604698,-0.8198090700183295,3.5724404378622023,40.95814552479073,41.51513200257566,7,10,20.706666666666667,0.0,-0.7386281185886053,YM,baseline__random_entry_matched_holding,baseline
30438,3386042.914843651,4022563.600634258,-636520.6857906065,0.841762430881082,0.4840659701688679,229.81151858583215,-256.4265698115801,-20.912040403134455,-637321.9476026852,-6.38226090057495,-1.1264904241218299,-1.985115124862183,-0.998742767583805,2.900683356330902,42.70957355936658,41.25717852684145,12,17,405.84,0.0,-1.1264904241218299,YM,baseline__ema_crossover_9_21,baseline
7775,785841.9875700616,941650.6089473431,-155808.6213772815,0.8345366955675231,0.48578778135048234,208.05983255760168,-235.82534659337418,-20.039694067817557,-156840.1578598069,-1.5523881287001426,-1.2043190922485736,-2.2025751251500005,-0.9934230078788402,2.4463022508038583,38.35305466237942,38.228167202572344,14,15,103.66666666666667,0.0,-1.2043190922485736,YM,baseline__donchian_channel_20,baseline
9119,908782.5066047051,1147383.2020876477,-238600.69548294268,0.7920479443582475,0.4700076762802939,212.03511586670675,-237.6026510846237,-26.165225954922985,-242215.42653313858,-2.425591216649413,-1.5460377918786596,-2.869582999969315,-0.9850763797255442,2.3773440070183134,40.10220418905582,36.55159556968966,13,13,121.58666666666667,0.0,-1.5460377918786596,YM,baseline__bollinger_mean_reversion_20,baseline
1189,181299.45252681474,213081.3793676925,-31781.926840877735,0.8508460620294982,0.496215306980656,307.2872076725674,-355.72851313471205,-26.729963701326945,-34922.808543122665,-0.3447214404650237,-1.2278764423375361,-4.229483460014749,-0.9100621675840713,2.5946173254835996,38.19428090832633,37.75777964676198,12,10,18.873015873015873,0.0,-1.2278764423375361,MYM,strategy__cost=fixed_tick__slip=1x__conf=0.50,strategy
810,134697.74945898604,151008.21572768822,-16310.466268702156,0.8919895438132008,0.5074074074074074,327.73175050848187,-378.4667060844316,-20.136378109508833,-18522.779603428484,-0.18455238258698667,-0.8750668689797452,-3.3663946087913246,-0.8805625623102032,2.562962962962963,38.0358024691358,37.998765432098764,7,12,12.857142857142858,0.0,-0.8750668689797452,MYM,strategy__cost=fixed_tick__slip=1x__conf=0.65,strategy
1185,131804.85591328773,188451.55962191557,-56646.70370862779,0.6994097378537151,0.48270042194092827,230.42806977847505,-307.42505647947075,-47.803125492512905,-57598.37006326487,-0.5732792922134895,-2.6344463217706653,-6.743425377286392,-0.9834775471321188,2.621940928270042,38.951054852320674,37.01350210970464,12,10,18.80952380952381,0.0,-2.6344463217706653,MYM,strategy__cost=fixed_tick__slip=2x__conf=0.50,strategy
806,104208.81556357123,142575.0023002779,-38366.18673670669,0.7309052350151575,0.49255583126550867,262.4907193037059,-348.5941376534912,-47.60072796117455,-39517.61220278653,-0.3939916984824668,-2.359018621599612,-7.333509423403081,-0.9708629797728859,2.6029776674937963,38.8560794044665,37.436724565756826,7,13,12.793650793650794,0.0,-2.359018621599612,MYM,strategy__cost=fixed_tick__slip=2x__conf=0.65,strategy
1187,98161.85716922794,169051.4563883787,-70889.59921915075,0.5806625939010602,0.4709351305812974,175.6026067428049,-269.19021717894697,-59.72165056373273,-71477.49889984602,-0.712440012394326,-3.8313354083404594,-7.614282119052177,-0.9917750384422512,2.624262847514743,39.86267902274642,36.3150800336984,12,10,18.841269841269842,0.0,-3.8313354083404594,MYM,strategy__cost=fixed_tick__slip=3x__conf=0.50,strategy
807,81987.0688940828,135213.41799833468,-53226.34910425187,0.606353053622922,0.48203221809169766,210.76367324957016,-323.4770765510399,-65.95582292968014,-54052.2713932843,-0.5391122805829338,-3.6714254114435403,-9.326994232318631,-0.984719933728168,2.607187112763321,39.77695167286245,36.81288723667906,7,13,12.80952380952381,0.0,-3.6714254114435403,MYM,strategy__cost=fixed_tick__slip=3x__conf=0.65,strategy
1189,4508.2454774137495,111804.03429366098,-107295.78881624724,0.04032274421844683,0.15391084945332212,24.635221188053276,-111.13721102749601,-90.24036065285722,-107020.87382149228,-1.0731590132599385,-8.060276091771229,-7.743997511620411,-1.0025687978890316,2.5946173254835996,38.19428090832633,37.75777964676198,5,44,18.873015873015873,0.0,-8.060276091771229,MYM,strategy__cost=roll_spread__slip=1x__conf=0.50,strategy
810,3331.985339425774,101245.34019750703,-97913.35485808125,0.03291001178845185,0.1308641975308642,31.433823956846922,-143.81440368964067,-120.88068500997686,-97638.43986332623,-0.9790760254372399,-9.137958620493572,-8.906440514557694,-1.002815643051444,2.562962962962963,38.0358024691358,37.998765432098764,3,35,12.857142857142858,0.0,-9.137958620493572,MYM,strategy__cost=roll_spread__slip=1x__conf=0.65,strategy
1189,214319.38170985982,228358.43538377475,-14039.053673914927,0.9385218520598061,0.496215306980656,363.25318933874547,-381.2327802734136,-11.807446319524749,-22641.777435116863,-0.21380994056900987,-0.4871737303930483,-1.903485927183983,-0.620050864564223,2.5946173254835996,38.19428090832633,37.75777964676198,12,10,18.873015873015873,0.0,-0.4871737303930483,MYM,strategy__cost=impact__slip=1x__conf=0.50,strategy
810,153577.8995510997,156118.7130191488,-2540.813468049124,0.9837251190525926,0.5074074074074074,373.6688553554737,-391.274969972804,-3.136806750677931,-10323.895883595513,-0.10130547795004766,-0.1261712485787655,-0.5070715240157031,-0.24610994693257526,2.562962962962963,38.0358024691358,37.998765432098764,7,12,12.857142857142858,0.0,-0.1261712485787655,MYM,strategy__cost=impact__slip=1x__conf=0.65,strategy
1530,193874.47619047627,249025.04761904743,-55150.57142857117,0.7785340392226762,0.46405228758169936,273.06264252179756,-304.4315985562927,-36.046125116713185,-57299.76190476166,-0.5625151492415011,-1.8513617416033015,-4.9553442542334425,-0.9624921569523679,5.9,77.0718954248366,70.44117647058823,6,10,20.675675675675677,0.0,-1.8513617416033015,MYM,baseline__buy_and_hold_intraday,baseline
30478,746746.551357582,891441.3370836347,-144694.78572605277,0.837684455828104,0.484021261237614,50.620021106126764,-56.76162604798693,-4.747515772887091,-145232.54082809362,-1.4458011567955316,-0.7725837033557943,-0.8818235804690169,-0.9962972822827814,2.908261696961743,42.980510532187154,41.452851236957805,12,16,406.37333333333333,0.0,-0.7725837033557943,MYM,baseline__prior_bar_momentum,baseline
30516,608154.6056174928,750187.2354486634,-142032.62983117043,0.8106704258354579,0.4786341591296369,41.637313817437544,-47.18158713513606,-4.654365900877258,-144925.7247966093,-1.4227004946156863,-0.9771731418856485,-1.1356844726452353,-0.9800373952278031,2.9046074190588542,43.14146677152969,41.29918731157426,18,13,406.88,0.0,-0.9771731418856485,MYM,baseline__prior_bar_mean_reversion,baseline
11679,426968.4167926459,525284.4860663442,-98316.06927369829,0.812832718495172,0.4899392071238976,74.61873764289513,-88.26827189822622,-8.418192420044377,-98886.21932270798,-0.9841025806136362,-1.0517793815079919,-1.2798418064604797,-0.9942342820575529,2.5187087935610926,38.23846219710592,37.9001626851614,11,14,155.72,0.0,-1.0517793815079919,MYM,baseline__atr_breakout,baseline
23570,589966.376723873,722565.81871494,-132599.44199106697,0.8164880782391688,0.4749681798896903,52.69909573236918,-58.43165281537603,-5.625771828216672,-134190.547855274,-1.332486462222198,-0.9211675533062433,-1.0737244733153524,-0.9881429363719191,2.77496817988969,41.63635977938057,39.75176071277047,11,12,314.26666666666665,0.0,-0.9211675533062433,MYM,baseline__vwap_mean_reversion,baseline
19732,531402.2783102235,648984.0418386777,-117581.76352845426,0.8188217953783179,0.4858098520170282,55.43524705927639,-64.0276284371229,-5.958937944884161,-117895.92813246924,-1.1757476654626149,-0.910211327502371,-1.0461647941399261,-0.9973352378746959,2.7822319075613215,42.45971011554835,40.941668355969995,11,12,263.0933333333333,0.0,-0.910211327502371,MYM,baseline__opening_range_breakout,baseline
1558,222330.1950756341,258083.98663378457,-35753.79155815043,0.8614645099663456,0.49550706033376124,287.99248066791984,-328.76940972456634,-22.948518330006692,-38213.976131031886,-0.37958685520237345,-1.1149174620479996,-3.309100437673011,-0.9356208167282637,3.4993581514762515,41.32734274711168,41.709884467265724,7,10,20.773333333333333,0.0,-1.1149174620479996,MYM,baseline__random_entry_matched_holding,baseline
30556,603412.837066085,743156.8877815832,-139744.05071549828,0.8119588837659141,0.4843893179735567,40.76838301912607,-47.23554870536981,-4.573375137959755,-140629.16683419785,-1.3939535606891302,-0.9555074123796495,-1.093765538304602,-0.9937060274292663,2.899299646550596,42.75939259065323,41.37678361042021,12,14,407.41333333333336,0.0,-0.9555074123796495,MYM,baseline__ema_crossover_9_21,baseline
7730,313421.9710434536,405544.3192757177,-92122.34823226408,0.7728427107626853,0.48421733505821474,83.73549854219974,-101.84437952680003,-11.917509473772844,-92545.10387089138,-0.9223495862174008,-1.4137102135089172,-1.814031174793628,-0.9954318962220077,2.477102199223803,38.979689521345406,38.36688227684347,14,13,103.06666666666666,0.0,-1.4137102135089172,MYM,baseline__donchian_channel_20,baseline
9079,357669.5490473397,459947.6304057634,-102278.08135842375,0.7776310288451872,0.4697653926643903,83.86155897944658,-95.6629846933784,-11.26534655341158,-102494.14936430863,-1.0236556816488382,-1.2517906816673134,-1.5300364902113488,-0.9978918991257064,2.404670117854389,40.34508205749532,36.91177442449609,11,13,121.05333333333333,0.0,-1.2517906816673134,MYM,baseline__bollinger_mean_reversion_20,baseline
1190,156498.12042079167,194326.83019060834,-37828.70976981666,0.8053346018523957,0.49495798319327733,265.7013929045699,-323.33915173146147,-31.78883173934173,-40263.910867006074,-0.40108532692642945,-1.6515095852127788,-5.953656559335718,-0.9395190123176803,2.8588235294117648,3.1786554621847833,3.1621008403362243,8,13,18.88888888888889,0.0,-1.6515095852127788,RTY,strategy__cost=fixed_tick__slip=1x__conf=0.50,strategy
841,111806.94948798558,143320.97772630356,-31514.028238317977,0.7801157322656594,0.4875148632580262,272.69987679996484,-332.5312708266904,-37.47209065198332,-33519.96335035206,-0.3339061002629718,-1.9006514044901512,-7.306348890740433,-0.9401570016330876,2.821640903686088,3.1259215219975274,3.178953626635049,8,13,13.34920634920635,0.0,-1.9006514044901512,RTY,strategy__cost=fixed_tick__slip=1x__conf=0.65,strategy
1185,112132.32808722038,173590.88005557546,-61458.55196835506,0.6459574837763423,0.4767932489451477,198.46429749950508,-279.9852904122185,-51.86375693532072,-63653.7530655445,-0.6343654992673164,-3.226946915617351,-8.407465396880173,-0.9655134066497377,2.8455696202531646,3.2710548523205905,3.092489451476875,8,15,18.80952380952381,0.0,-3.226946915617351,RTY,strategy__cost=fixed_tick__slip=2x__conf=0.50,strategy
837,84048.79018421168,134937.99582110587,-50889.2056368942,0.6228697089561003,0.46953405017921146,213.8646060666964,-303.9144050024907,-60.79952883738853,-52685.140748928374,-0.5250536536431466,-3.5226423253451853,-9.738810176382753,-0.9659119234284156,2.812425328554361,3.2096774193547497,3.1102747909200352,7,13,13.285714285714286,0.0,-3.5226423253451853,RTY,strategy__cost=fixed_tick__slip=2x__conf=0.65,strategy
1189,89094.15109263468,174295.95391007734,-85201.80281744266,0.5111659169013187,0.4499579478553406,166.53112353763493,-266.50757478605095,-71.65837074637734,-86710.26832301279,-0.8645316153787141,-4.8434071654147965,-11.013969456586691,-0.9826033809519444,2.7981497056349873,3.3500420521447407,2.9756938603868095,7,15,18.873015873015873,0.0,-4.8434071654147965,RTY,strategy__cost=fixed_tick__slip=3x__conf=0.50,strategy
845,67183.56873672565,134732.42922367173,-67548.8604869461,0.4986443807466204,0.4437869822485207,179.15618329793506,-286.6647430290888,-79.9394798662084,-69134.79559898008,-0.6892980228755768,-5.071798956187959,-12.056689716131347,-0.9770602473285191,2.7680473372781065,3.2809467455622094,2.9871005917159037,6,13,13.412698412698413,0.0,-5.071798956187959,RTY,strategy__cost=fixed_tick__slip=3x__conf=0.65,strategy
1190,9158.137750965503,297307.31181590597,-288149.1740649404,0.03080360753669006,0.11764705882352941,65.4152696497536,-283.1498207770533,-242.14216307978188,-287562.3373280412,-2.892598202181705,-15.73002134901137,-16.80148326928681,-1.0020407287767652,2.8588235294117648,3.1786554621847833,3.1621008403362243,3,52,18.88888888888889,0.0,-15.73002134901137,RTY,strategy__cost=roll_spread__slip=1x__conf=0.50,strategy
841,6694.960876461402,214124.62990503275,-207429.66902857134,0.0312666547488288,0.12009512485136742,66.28674135110299,-289.357607979774,-246.64645544419898,-206842.83229167195,-2.080638272662693,-16.01790454610942,-17.26657599191436,-1.0028371142011432,2.821640903686088,3.1259215219975274,3.178953626635049,4,37,13.34920634920635,0.0,-16.01790454610942,RTY,strategy__cost=roll_spread__slip=1x__conf=0.65,strategy
1190,191330.92943674535,209342.81105060934,-18011.88161386398,0.9139598750801643,0.49495798319327733,324.84028766849804,-348.324144842944,-15.136034969633597,-20394.973890259964,-0.20310233354288382,-0.6964144928928738,-3.1286463700435423,-0.8831529626260479,2.8588235294117648,3.1786554621847833,3.1621008403362243,8,13,18.88888888888889,0.0,-0.6964144928928738,RTY,strategy__cost=impact__slip=1x__conf=0.50,strategy
841,131769.97231331674,149118.1027250072,-17348.130411690472,0.8836618083608359,0.4875148632580262,321.3901763739433,-345.98167685616517,-20.62797908643338,-22417.74778150495,-0.22324602677593455,-0.956114481667863,-4.248369646526637,-0.773856971751774,2.821640903686088,3.1259215219975274,3.178953626635049,8,13,13.34920634920635,0.0,-0.956114481667863,RTY,strategy__cost=impact__slip=1x__conf=0.65,strategy
1527,304379.5238095282,354405.2380952345,-50025.714285706315,0.8588460075969205,0.47871643745907005,416.38785746857485,-445.2327111749177,-32.76078211244683,-52279.99999999244,-0.5186899992440095,-1.1089813646808893,-2.897819615416423,-0.9568805333916134,5.185985592665357,7.288539620170175,6.859986902423145,8,9,20.635135135135137,0.0,-1.1089813646808893,RTY,baseline__buy_and_hold_intraday,baseline
29338,2936627.16152276,3583348.151702772,-646720.9901800121,0.8195204700183273,0.48091212761606106,208.13857548534693,-235.29766574973877,-22.043799515304794,-649408.1167912679,-6.3241434269535794,-1.332701782374382,-2.4817153154317477,-0.9958621912141583,3.0583884382030133,3.8195071238665665,3.6309223532620707,13,16,391.17333333333335,0.0,-1.332701782374382,RTY,baseline__prior_bar_momentum,baseline
29312,2935043.212486931,3561350.135941433,-626306.9234545019,0.8241377849558341,0.47993995633187775,208.63258547675088,-233.6230737300861,-21.366911962830986,-628184.0678804072,-6.301212979387867,-1.2959582163379473,-2.4240429908182586,-0.9970117923680569,3.062807041484716,3.801893422488994,3.6502456331878603,13,14,390.82666666666665,0.0,-1.2959582163379473,RTY,baseline__prior_bar_mean_reversion,baseline
10912,957973.6563275403,1227786.758956586,-269813.10262904566,0.7802443293505283,0.47562316715542524,184.58066595906365,-214.5730092549084,-24.726274067911078,-272511.7533357083,-2.6809079883999996,-1.695680456541789,-3.3033360029615504,-0.9900971217805122,2.619043255131965,3.3592100439881802,3.146627565982491,13,15,145.49333333333334,0.0,-1.695680456541789,RTY,baseline__atr_breakout,baseline
22796,2187641.6890490837,2707041.4473988945,-519399.75834981044,0.8081301049716528,0.47596069485874715,201.6259621243395,-226.6065166079771,-22.78468846946001,-519106.09624400793,-5.206350039602205,-1.4392073867774138,-2.7301994545464177,-1.000565707295536,2.9264344621863483,3.639919284084837,3.4838875241271285,11,13,303.94666666666666,0.0,-1.4392073867774138,RTY,baseline__vwap_mean_reversion,baseline
18643,1831356.0770735624,2195176.3300222047,-363820.2529486422,0.8342637682573034,0.4880652255538272,201.27003814414357,-230.00590213979513,-19.51511306917568,-365025.05640049436,-3.606795764137608,-1.2152795585694283,-2.280961397489973,-0.9966993952038999,2.923992919594486,3.689213109477999,3.5327522394465305,13,13,248.57333333333332,0.0,-1.2152795585694283,RTY,baseline__opening_range_breakout,baseline
1558,180954.32711084172,231859.34115351847,-50905.01404267675,0.7804487246904943,0.47753530166880614,243.2181816005937,-284.8394854465829,-32.67330811468341,-55760.52611701022,-0.55070930609709,-1.7659646874745596,-3.9951101092451466,-0.9129220541401554,3.683568677792041,3.7444801026956713,3.6033376123235867,9,10,20.773333333333333,0.0,-1.7659646874745596,RTY,baseline__random_entry_matched_holding,baseline
29343,2924970.4518831093,3543447.899520184,-618477.4476370738,0.8254588566912971,0.4846130252530416,205.69412460500067,-234.30853002183323,-21.077512443754006,-620563.2167026736,-6.116588759989507,-1.28296828316243,-2.3857789168930026,-0.9966389096074976,3.055174999148008,3.7945813311521444,3.6192993218144904,13,13,391.24,0.0,-1.28296828316243,RTY,baseline__ema_crossover_9_21,baseline
7341,643376.6291957265,842589.000671128,-199212.37147540154,0.7635711226746047,0.47404985696771557,184.8783417229099,-218.23076940459157,-27.13695293221653,-200999.84445872522,-1.9884012265036513,-1.8422328196683182,-3.6021768917620527,-0.9911070927037919,2.57716932298052,3.397888571039276,3.167088952458882,11,11,97.88,0.0,-1.8422328196683182,RTY,baseline__donchian_channel_20,baseline
